ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS;
A;2006;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;86;0,18;0;
A;2006;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;75;0,16;0;
A;2006;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PUM+J      ;Por un Mundo Más Justo                            ;50;0,11;0;
A;2006;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;37;0,08;0;
A;2006;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PFiV       ;Partit Família i Vida                             ;34;0,07;0;
A;2006;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;MSR        ;Movimiento Social Republicano                     ;27;0,06;0;
A;2006;CO;Catalunya                ;;;10;Baix Empordà                  ;;;;;PH         ;Partit Humanista de Catalunya                     ;15;0,03;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;107.638;34,97;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;CiU        ;Convergència i Unió                               ;74.226;24,12;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PP         ;Partit Popular                                    ;35.524;11,54;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;32.254;10,48;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;31.553;10,25;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;12.178;3,96;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;EV-EVC     ;Els Verds - Ecologistes i Verds de Catalunya      ;2.967;0,96;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;1.578;0,51;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;796;0,26;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;660;0,21;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;614;0,20;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;RC         ;Partit Republicà Català                           ;509;0,17;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PH         ;Partit Humanista de Catalunya                     ;362;0,12;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;311;0,10;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PFiV       ;Partit Família i Vida                             ;271;0,09;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;PAZUL      ;Carmel/Partido Azul                               ;133;0,04;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;MSR        ;Movimiento Social Republicano                     ;95;0,03;0;
A;2006;CO;Catalunya                ;;;11;Baix Llobregat                ;;;;;DECIDEIXCAT;Catalunya Decideix                                ;76;0,02;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;CiU        ;Convergència i Unió                               ;9.840;32,14;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;9.135;29,84;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;4.038;13,19;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PP         ;Partit Popular                                    ;3.522;11,50;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;2.123;6,93;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;841;2,75;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;EV-AV      ;Els Verds-Alternativa Verda                       ;147;0,48;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;118;0,39;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;RC         ;Partit Republicà Català                           ;69;0,23;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;64;0,21;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;49;0,16;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PCPC-NSOM  ;P. Comunista del Poble de Catalunya-Nosaltres Som ;43;0,14;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PUM+J      ;Por un Mundo Más Justo                            ;40;0,13;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;38;0,12;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;25;0,08;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PH         ;Partit Humanista de Catalunya                     ;18;0,06;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;PFiV       ;Partit Família i Vida                             ;18;0,06;0;
A;2006;CO;Catalunya                ;;;12;Baix Penedès                  ;;;;;MSR        ;Movimiento Social Republicano                     ;8;0,03;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;255.207;27,54;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;CiU        ;Convergència i Unió                               ;254.477;27,46;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PP         ;Partit Popular                                    ;122.994;13,27;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;106.426;11,49;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;104.693;11,30;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;41.799;4,51;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;EV-EVC     ;Els Verds - Ecologistes i Verds de Catalunya      ;6.996;0,76;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;4.440;0,48;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;2.411;0,26;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;RC         ;Partit Republicà Català                           ;1.449;0,16;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;1.366;0,15;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1.291;0,14;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PH         ;Partit Humanista de Catalunya                     ;917;0,10;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;868;0,09;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PFiV       ;Partit Família i Vida                             ;695;0,08;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;PAZUL      ;Carmel/Partido Azul                               ;607;0,07;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;MSR        ;Movimiento Social Republicano                     ;289;0,03;0;
A;2006;CO;Catalunya                ;;;13;Barcelonès                    ;;;;;DECIDEIXCAT;Catalunya Decideix                                ;236;0,03;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;CiU        ;Convergència i Unió                               ;8.832;43,62;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;4.220;20,84;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;4.177;20,63;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;1.182;5,84;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PP         ;Partit Popular                                    ;916;4,52;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;89;0,44;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;76;0,38;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;EV-EVC     ;Els Verds - Ecologistes i Verds de Catalunya      ;62;0,31;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;58;0,29;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;RC         ;Partit Republicà Català                           ;52;0,26;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;29;0,14;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;23;0,11;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PH         ;Partit Humanista de Catalunya                     ;11;0,05;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PFiV       ;Partit Família i Vida                             ;11;0,05;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;DECIDEIXCAT;Catalunya Decideix                                ;9;0,04;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;6;0,03;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;MSR        ;Movimiento Social Republicano                     ;5;0,02;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PAZUL      ;Carmel/Partido Azul                               ;3;0,01;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;PUM+J      ;Por un Mundo Más Justo                            ;0;0,00;0;
A;2006;CO;Catalunya                ;;;14;Berguedà                      ;;;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;0;0,00;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;CiU        ;Convergència i Unió                               ;3.156;45,16;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.359;19,45;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;1.131;16,18;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PP         ;Partit Popular                                    ;537;7,68;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;417;5,97;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;50;0,72;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;EV-AV      ;Els Verds-Alternativa Verda                       ;33;0,47;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PACMA      ;Partido Antitaurino contra el maltrato animal     ;32;0,46;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;RC         ;Partit Republicà Català                           ;24;0,34;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;POSI       ;Partit Obrer Socialista Internacionalista         ;17;0,24;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;Ei-ADD     ;Escons Insubmisos-Alt. dels Demòcrates Descontents;16;0,23;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PUM+J      ;Por un Mundo Más Justo                            ;13;0,19;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;CenB       ;Ciudadanos en Blanco                              ;12;0,17;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;5;0,07;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PH         ;Partit Humanista de Catalunya                     ;3;0,04;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;AES-DN     ;Plataforma Adelante Cataluña (Alt.Española-DN)    ;3;0,04;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;IR-PRE     ;Izquierda Republicana-Partit Republicà d'Esquerra ;3;0,04;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;MSR        ;Movimiento Social Republicano                     ;2;0,03;0;
A;2006;CO;Catalunya                ;;;15;Cerdanya                      ;;;;;PFiV       ;Partit Família i Vida                             ;2;0,03;0;
A;2006;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;CiU        ;Convergència i Unió                               ;3.773;38,77;0;
A;2006;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;ERC        ;Esquerra Republicana de Catalunya                 ;2.534;26,04;0;
A;2006;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;1.734;17,82;0;
A;2006;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;692;7,11;0;
A;2006;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;PP         ;Partit Popular                                    ;526;5,40;0;
A;2006;CO;Catalunya                ;;;16;Conca de Barberà              ;;;;;RC         ;Partit Republicà Català                           ;54;0,55;0;
