ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;NOM;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;81;Gualta;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;CiU        ;Convergència i Unió                               ;176;63,54;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PP         ;Partit Popular                                    ;23;8,30;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;16;5,78;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;ERC        ;Esquerra Republicana de Catalunya                 ;13;4,69;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;12;4,33;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;RI.cat;Reagrupament Independentista;11;3,97;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;SI;Solidaritat Catalana per la Independència;11;3,97;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PxC        ;Plataforma per Catalunya                          ;4;1,44;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;2;0,72;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;2;0,72;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;1;0,36;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PIRATA.CAT;Pirates de Catalunya;1;0,36;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;82;Guils de Cerdanya;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;CiU        ;Convergència i Unió                               ;738;45,30;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;271;16,64;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;ERC        ;Esquerra Republicana de Catalunya                 ;172;10,56;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PP         ;Partit Popular                                    ;104;6,38;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;82;5,03;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;SI;Solidaritat Catalana per la Independència;56;3,44;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PxC        ;Plataforma per Catalunya                          ;40;2,46;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;28;1,72;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;RI.cat;Reagrupament Independentista;23;1,41;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;13;0,80;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;11;0,68;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;10;0,61;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;MSR        ;Movimiento Social Republicano                     ;4;0,25;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;DES DE BAIX;Des de Baix;3;0,18;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PIRATA.CAT;Pirates de Catalunya;2;0,12;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;POSI       ;Partit Obrer Socialista Internacionalista         ;2;0,12;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;CORI;Coordinadora Reusenca Independent;1;0,06;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;1;0,06;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;1;0,06;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;1;0,06;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;34;Selva;83;Hostalric;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;CiU        ;Convergència i Unió                               ;128;68,82;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;ERC        ;Esquerra Republicana de Catalunya                 ;15;8,06;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;15;8,06;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;RI.cat;Reagrupament Independentista;9;4,84;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;5;2,69;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;SI;Solidaritat Catalana per la Independència;5;2,69;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PP         ;Partit Popular                                    ;3;1,61;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;0,54;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;PxC        ;Plataforma per Catalunya                          ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;15;Cerdanya;84;Isòvol;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;CiU        ;Convergència i Unió                               ;90;40,18;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;32;14,29;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;ERC        ;Esquerra Republicana de Catalunya                 ;30;13,39;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;SI;Solidaritat Catalana per la Independència;19;8,48;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;RI.cat;Reagrupament Independentista;16;7,14;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;9;4,02;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PP         ;Partit Popular                                    ;5;2,23;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;2;0,89;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PxC        ;Plataforma per Catalunya                          ;2;0,89;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;1;0,45;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;1;0,45;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;1;0,45;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;1;0,45;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;1;0,45;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PFiV       ;Partit Família i Vida                             ;1;0,45;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;UPyD;Unión, Progreso y Democracia;1;0,45;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;POSI       ;Partit Obrer Socialista Internacionalista         ;1;0,45;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;17;Girona;10;Baix Empordà;85;Jafre;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;CiU        ;Convergència i Unió                               ;341;34,87;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PP         ;Partit Popular                                    ;170;17,38;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;155;15,85;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;ERC        ;Esquerra Republicana de Catalunya                 ;97;9,92;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;SI;Solidaritat Catalana per la Independència;57;5,83;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;45;4,60;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;20;2,04;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PxC        ;Plataforma per Catalunya                          ;19;1,94;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;RI.cat;Reagrupament Independentista;13;1,33;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;12;1,23;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PIRATA.CAT;Pirates de Catalunya;5;0,51;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;4;0,41;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;4;0,41;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;4;0,41;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;3;0,31;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;POSI       ;Partit Obrer Socialista Internacionalista         ;3;0,31;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;UPyD;Unión, Progreso y Democracia;2;0,20;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;1;0,10;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;1;0,10;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;DES DE BAIX;Des de Baix;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;86;Jonquera, la;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;CiU        ;Convergència i Unió                               ;75;49,02;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;ERC        ;Esquerra Republicana de Catalunya                 ;16;10,46;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;13;8,50;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PP         ;Partit Popular                                    ;10;6,54;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;SI;Solidaritat Catalana per la Independència;10;6,54;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;9;5,88;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;8;5,23;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;DES DE BAIX;Des de Baix;2;1,31;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;2;1,31;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PxC        ;Plataforma per Catalunya                          ;2;1,31;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;RI.cat;Reagrupament Independentista;2;1,31;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;C's        ;Ciutadans-Partido de la Ciudadanía                ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;CORI;Coordinadora Reusenca Independent;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;MSR        ;Movimiento Social Republicano                     ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PACMA;Partit Antitaurí Contra el Maltractament Animal;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PDLPEA     ;Partido de los Pensionistas en Acción             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;GLBTH/TSI;P.Gay, Lésbico, Bisexual, Transexual i Heterosexual;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PCPC       ;Partit Comunista del Poble de Catalunya           ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PFiV       ;Partit Família i Vida                             ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PRE-IR;Partit Republicà d'Esquerra-Izquierda Republicana;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;PIRATA.CAT;Pirates de Catalunya;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;U.C.E.     ;Unificació Comunista d'Espanya                    ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;UPyD;Unión, Progreso y Democracia;0;0,00;0
A;2010;MU;Catalunya;17;Girona;20;Gironès;87;Juià;;;POSI       ;Partit Obrer Socialista Internacionalista         ;0;0,00;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;CiU        ;Convergència i Unió                               ;171;48,31;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;ERC        ;Esquerra Republicana de Catalunya                 ;62;17,51;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;PSC-PSOE   ;Partit dels Socialistes de Catalunya-PSOE         ;25;7,06;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;ICV-EUiA   ;Iniciativa per Catalunya Verds - EUIA             ;24;6,78;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;PP         ;Partit Popular                                    ;21;5,93;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;RI.cat;Reagrupament Independentista;14;3,95;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;SI;Solidaritat Catalana per la Independència;14;3,95;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;PDR.CAT;Pagesos per la Dignitat Rural Catalana;4;1,13;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;PxC        ;Plataforma per Catalunya                          ;3;0,85;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;EV-GVE      ;Els Verds - Grup Verd Europeu                     ;2;0,56;0
A;2010;MU;Catalunya;17;Girona;2;Alt Empordà;88;Lladó;;;Eb-CenB;Escons en blanc-Ciudadanos en Blanco;2;0,56;0
