ELECCIO;ANY;NIVELL;AUTONOMIA;CODI PROVÍNCIA;PROVÍNCIA;CODI COMARCA;COMARCA;CODI MUNICIPI;MUNICIPI;CODI DISTRICTE;DISTRICTE;SIGLES;PARTIT;VOTS PARTITS;% VOTS / VÀLIDS;ESCONS
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;EUiA       ;Esquerra Unida i Alternativa                      ;92;3,14;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;78;2,66;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;19;0,65;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;1;0,03;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;PLN        ;Partit de la Llei Natural                         ;1;0,03;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;E.CAT      ;Estat Català                                      ;1;0,03;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;PH         ;Partit Humanista de Catalunya                     ;1;0,03;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;209;Sant Fost de Campsentelles              ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;CiU        ;Convergència i Unió                               ;1.228;55,67;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;484;21,94;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;ERC        ;Esquerra Republicana de Catalunya                 ;262;11,88;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;PP         ;Partit Popular                                    ;124;5,62;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;45;2,04;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;EUiA       ;Esquerra Unida i Alternativa                      ;20;0,91;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;18;0,82;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;3;0,14;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;PE         ;Partit Espinaltià                                 ;1;0,05;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;1;0,05;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;E.CAT      ;Estat Català                                      ;1;0,05;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;41;Vallès Oriental               ;210;Sant Feliu de Codines                   ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;8.932;47,13;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;CiU        ;Convergència i Unió                               ;5.229;27,59;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;PP         ;Partit Popular                                    ;1.789;9,44;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;1.127;5,95;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;ERC        ;Esquerra Republicana de Catalunya                 ;1.123;5,93;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;EUiA       ;Esquerra Unida i Alternativa                      ;337;1,78;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;135;0,71;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;32;0,17;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;21;0,11;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;12;0,06;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;8;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;PH         ;Partit Humanista de Catalunya                     ;7;0,04;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;E.CAT      ;Estat Català                                      ;6;0,03;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;PLN        ;Partit de la Llei Natural                         ;5;0,03;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;LI (LIT-CI);Lluita Internacionalista                          ;3;0,02;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;PE         ;Partit Espinaltià                                 ;2;0,01;0
A;1999;MU;Catalunya                ;8;Barcelona;11;Baix Llobregat                ;211;Sant Feliu de Llobregat                 ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;CiU        ;Convergència i Unió                               ;251;60,19;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;ERC        ;Esquerra Republicana de Catalunya                 ;107;25,66;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;PSC-CpC    ;PSC-Ciutadans pel Canvi                           ;38;9,11;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;PP         ;Partit Popular                                    ;14;3,36;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;IC-V       ;Iniciativa per Catalunya-Verds                    ;1;0,24;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;EUiA       ;Esquerra Unida i Alternativa                      ;1;0,24;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;POSI       ;Partit Obrer Socialista Internacionalista         ;1;0,24;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;E.CAT      ;Estat Català                                      ;1;0,24;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;LI (LIT-CI);Lluita Internacionalista                          ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;PLN        ;Partit de la Llei Natural                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;EV-CEC     ;Els Verds-Confederació Ecologista de Catalunya    ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;FE-JONS    ;Falange Española de las J.O.N.S.                  ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;PH         ;Partit Humanista de Catalunya                     ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;UC-CDS     ;Unión Centrista-Centro Democrático y Social       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;PE         ;Partit Espinaltià                                 ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;EV-AV      ;Els Verds-Alternativa Verda                       ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;212;Sant Feliu Sasserra                     ;;;UFD        ;Unión Federal Democrática                         ;0;0,00;0
A;1999;MU;Catalunya                ;8;Barcelona;7;Bages                         ;213;Sant Fruitós de Bages                   ;;;CiU        ;Convergència i Unió                               ;1.378;49,68;0
